ID,comment,sentiment
323,မနက်ခင်းစောစော မင်းနဲ့ မနက်စာ စားခဲ့တာလေးတွေ သတိရမိပေမဲ့ ခုဆိုပြန်မဆုံနိုင်တော့တာမို့ မေ့မရပေမဲ့ အစွဲလမ်းကြီးတဲ့ငါ့အတွက်တော့🥺,negative
324,လွမ်းလိုက်တာဗျာ နှစ်တောင်ကြာပြီလေ မေ့သွားချင်တယ် မေ့ထားလို့မရဘူး မေ့ပစ်လို့မရဘူး,negative
325,ဆောင်းမှာပဲ အမှတ်တမဲ့ဆုံခဲ့ပြီး အမှတ်တရတွေအများကြီး ပေးခဲ့တဲ့ ကောင်မလေးတစ်ယောက်ကို လွမ်းမိတယ်😔😔😔😔😔,positive
326,💔💔,negative
327,သတိရတယ်😢😢,negative
328,ဝဋ်ကျွေးကြောင့်ဆုံရတယ်ဆိုပေမယ့်အစွဲလမ်းကြီးတဲ့ငါ့ကိုငါသနားမိတယ်😢,negative
329,တကယ်ကြီးချစ်ခဲ့တာပါ😢😢,negative
330,ဟုတာပေါ့😢,negative
331,😍😍😘,positive
332,🥀အရမ်းကြိုက်တယ်,positive
333,ကိုတေကြတော့အပြီးပါထွက်သွားတာ😢,negative
334,အသက်မရှိတော့တဲ့ဆောင်း😢,negative
335,ပြန်လာစေချင်းတယ် 😢,negative
336,ဘာလိုလိုနဲ ့ကခ်င္ျပည္နယ္ မိုးညွင္းျမိ ု့ေမာ္ဟန္ရြာက ေကာင္မေလးနဲ ့ျပန္မဆံုျဖစ္ၾကေတာ့တာ တစ္နွစ္ေတာင္ျပည့္ေတာ့မွာပဲ။ သတိရလိုက္တာ စုရယ္,negative
337,သူ့ကိုရွာေတြ့တဲ့အခ်ိန္မွာသူကဆိုင္သူရွိေနျပီရယ္ရတယ္မ်က္ရည္ေတြနဲ့,neutral
338,လွမ်းတယ် 😭 😭,negative
340,ဆောင်းရာသီပါဗျာ,neutral
341,ဆောင်းမှာတွေပြီးဆောင်းမှာဝေး,negative
342,ကြိုက်တယ်,positive
343,ငယ်ဆိုတဲ့နာမ်စားလေးကိုပြန်လွမ်းမိတယ်😢😢,neutral
344,လြမ္းမိတယ္😢,negative
345,အရမ်းလွမ်းတယ်,negative
346,သတိရတယ် တယောက်သောသူကို,negative
347,မဖြစ်နိုင်တော့ဘူးဆိုတာသိပါတယ်အရင်လိုဆောင်းရာသီရောက်ရင်မှီခိုစရာပခုံးလေးတစ်ခုကိုသတိရတယ်ငါသာလွမ်းနေတာပါမင်းကတော့ရင်ခွင်အသစ်နဲ့ပျော်နေပီပေါ့နောက်လူဆီမှာအဆင်ပြေအောင်နေပါနော့ချစ်ရတဲ့ဆောင်း😘😘မင်းဆိုးသမျှသီးခံရအောင်သူကငါမှဟုဘူးလေငါရေးတဲ့စာကိုနိမြင်ပါစနော်🙏,negative
348,အခုထိ နားထောင်နေမိပါတယ် မင်းကိုလွမ်းလာရင်ပေါ့😢💔,negative
350,ပြင်းရှရှဖက်ကြမ်းတလိပ် မချိုတဲ့လက်ဖက်ရည်တခွက်နဲ့ ဒီသီချင်းနဲ့ဆိုဆောင်းမနက်က အေးလို့အရမ်းကောင်း💙,positive
351,😢😢😢,negative
352,ဒီဆောင်းကအေးလည်းမအေးဘူး 😢,negative
353,သတိရတယ်😢,negative
354,လွမ်း😢,negative
355,သူမကိုလုမ်း,negative
356,🌨,negative
357,တစ်စုံတစ်ယောက်ကိုလွမ်းတိုင်းနားထောင်မိတဲ့သီချင်းလေး💔,negative
358,တကယ်ဆုံးရှုံးလိုက်ပိဗျာ,negative
359,ဆောင်းရာသီရောက်တိုင်းနားထောင်ဖြစ်တဲ့အကြိုက်ဆုံးသီချင်းလေး,positive
360,အကြိုက်ဆုံး သီချင်းလေး,positive
361,😢😂😅,positive
362,ဒီနေ့ဆို သူမနဲ့ အဆက်သွယ် ဖျက်လိုက်တာ နစ်နဲ့ လ ရှိပီ ခုထိ ပြန်လာမလားစောင့်တုန်း ပြန်လာစေချင်တယ်💓,negative
363,ဆောင်းရာသီရောက်တိုင်းနားထောင်ကောင်းတဲ့သီချင်းလေး💗,positive
364,ဒီသီချင်းလေးကနေပြီးတော့သူမကိုစချစ်မိခဲ့တယ်မှတ်မှတိရရတုန်းကပေါ့ဒါမယ့်ကနေစပြီးခုထိသူမနဲ့ဝေးကွာနေတဲ့တာနှစ်နှစ်တောင်ကျော်ခဲ့ပြီဗျာသီချင်းလေးကလည်းရင်ထဲဆွဲတုန်းသူမကိုလည်းသတိရတုံးပဲဗျာ,negative
365,သူမနဲ့ဝေးသွားတာတောင်၃နစ်နဲ့၄လရှိပြီပဲသတိရတယ်,negative
367,လွမ်းလိုက်တာမောင်ရယ် ဝေးသွားတာ တစ်နှစ်တောင်ကျော်ပြီးနော် 😅,negative
368,ဆောင်းဝင်ခံနီးတိုင်းသူမကိုလွမ်းတယ်,negative
369,နင်နဲ့အမှတ်တရဆိုဆောင်းတွင်းလေအကြိုက်ဆုံးပဲ့မနက်တိုင်းအလုပ်ဂလာကြိုပြီအေးစက်နေတဲ့ငါလက်လေးနင်ရဲ့အနွေးထည်ဂအိပ်ကပ်လေးထဲထည့်ပြီးဆိုင်ကယ်စီးပြီမနက်တိုင်းနားထောင်ခဲ့တာထန်းပင်လေးတွေကြည့်ပြီနှင်းတွေကျအရမ်းသတိရတယ်သိလားဒါမဲ့ခုတော့ငါမဟုတ်တဲ့တစ်ခြားတစ်ယော့နဲ့ပေါ့ငါမှာနင်မရှိတော့တဲ့အချိန်စပြီအနွေးဓာတ်မရှ်ိတော့သလိုအေးစက်နေတာကြာပြီ၃နှစ်လုံးရှိပေးလို့ကျေးဇူးပါအဆုံးသတ်မှာနင်ရွေးချယ်မူငါမဟုတ်ပေမဲ့ငါကျေနပ်တယ်အရမ်းချစ်တယ်ဟိန်းဝေယံဇော်ငါအသက်ရှင်နေသမျှနင်ချစ်နေမှာငါမာနကြောင့်မုန်းတယ်လိုသာပြောတာ😢,negative
370,သတိရတယ် ဖြစ်နိုင်ရင်နောက်ဆုံးတခေါက်လောက်ဖြစ်ပြန်တွေ့ချင်တယ်,negative
371,ဒီသီချင်းကြားရင် နွယ်နီရှင်းစိန်ကို သတိရတယ်,negative
373,လွမ်းလိုက်တာကလေးရယ် ဝေးခဲ့တာတောင် နှစ်ပြည့်တော့မယ်😢,negative
375,😢😢😢😢😭,negative
376,🚩 👀,negative
377,လွမ်းလိုက်တာ😢,negative
378,ပို့ပေးပါလား,neutral
379,ဒီသီချင်းတင်တာလည်း၄နှစ်ရှိပါပြီသူမနဲ့ပြတ်သွားတာလည်း၄နှစ်နဲ့၃လရှိပါပြီ😢,negative
380,သတိရတယ်ဗျာ😫😭,negative
381,🥰🥰🥰,positive
385,နင့်မိန်းမတွေကစောက်ရုပ်ဆိုးတွေချီးဘဲကုလားကြီးရေကြောင်နေလား,negative
386,🥺💗,positive
387,ပထမမိန်းမနဲ့တူတယ်နော်။အခုကဒုတိယမိန်းမလား။ခိုင်မြဲပါစေ။။,neutral
388,ဟေး နေကောင်းရဲ့လား,neutral
389,🥀🥀,negative
390,😣😣😣,negative
392,ဘယ် အဆိုတော်မှ အပြင်မာမတွေ့ချင်ပေမဲ့ ဒီဘဲကြီးကို သောက်ရမ်းတွေ့ချင်နေပြီ 🤦🏻,positive
393,🎉😊,positive
394,သီချင်းတွေအကုန်ကောင်းတယ် အရမ်းကြိုက်မိတယ် ဘယ်သူတွေဘာပြောပြော ဂရုမစိုက်နဲ့ အဲ့တာတွေလိုက်ခံစားနေရင်အောင်မြင်နေမာမဟုတ်ဘူး🎉,positive
395,ငါ့ရဲ့,neutral
396,ဆိုတာနဲ့ဒီသီချင်းတွေကိုအရင်ပြေးမြင်မိ 💥 တစ်ပုဒ်ချင်းဆီတိုင်းရှယ်ကြီး,positive
397,🌅,positive
398,အရင်လိုပြောမဲ့ ရန်ကုန်သူလေးမရှိတော့ဘူးဗျ😭😭😭,negative
